feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,cat_feature_1,cat_feature_2,cat_feature_3,region,season,target
4.64,2.17,1.89,2.16,2.88,1.16,1.96,0.59,D,Z,Medium,West,Fall,0
7.27,3.47,6.91,0.25,2.48,1.57,1.15,0.41,D,Z,Medium,West,Winter,2
7.33,4.78,2.25,2.59,2.58,0.62,2.19,0.26,C,X,Medium,East,Fall,2
6.03,2.32,1.78,1.43,0.6,0.92,1.57,0.45,D,X,High,West,Spring,0
4.03,4.29,2.22,0.86,0.89,1.47,2.68,0.96,C,X,Low,North,Winter,0
5.15,3.23,5.61,0.8,0.93,0.67,3.08,1.22,A,Z,Medium,East,Spring,1
6.47,3.97,3.55,1.5,0.89,2.19,2.6,0.42,B,Y,Low,West,Summer,1
7.92,2.78,4.39,2.67,2.58,1.94,2.3,0.34,A,Z,Medium,South,Summer,2
6.53,2.48,1.13,1.2,0.19,2.39,2.16,1.17,A,X,High,East,Spring,1
5.04,2.48,1.21,2.27,0.32,1.89,3.53,0.6,A,Y,High,West,Summer,0
6.54,2.21,3.67,0.38,0.89,2.38,1.66,1.44,A,X,Low,West,Fall,1
6.16,2.56,5.9,1.48,0.68,1.61,3.2,1.13,C,X,Low,South,Winter,1
7.12,3.99,6.31,2.98,0.77,1.7,3.27,0.62,B,Y,High,East,Winter,2
4.43,4.65,1.52,2.33,2.41,2.45,2.26,0.58,B,X,Low,South,Winter,0
7.04,4.44,4.23,0.71,1.73,1.78,1.89,0.88,C,Y,Medium,East,Summer,2
6.17,4.06,6.48,1.55,0.12,0.56,2.41,0.3,C,Y,Medium,South,Fall,1
7.85,2.33,3.33,0.78,1.35,1.95,1.28,0.35,D,Z,High,East,Winter,1
5.37,2.87,5.98,1.29,1.28,2.31,1.14,0.43,C,X,Low,South,Summer,1
6.53,2.93,1.8,2.36,0.43,2.09,1.33,1.21,B,Z,High,North,Winter,1
7.73,2.75,6.61,2.34,2.06,1.67,1.56,0.87,B,Z,High,North,Summer,2
4.41,3.55,5.51,0.76,2.14,1.84,2.51,0.21,A,Z,Medium,North,Summer,2
7.75,3.61,6.65,2.77,2.19,2.48,3.55,1.08,A,Z,High,East,Fall,2
6.75,3.07,5.06,1.82,2.21,0.68,1.71,0.75,B,Z,Medium,West,Fall,2
4.27,3.06,3.18,1.2,0.1,1.83,3.81,0.86,D,Y,High,North,Fall,0
5.2,4.49,6.63,1.56,2.87,1.07,3.86,0.48,A,X,Medium,North,Summer,2
6.83,4.37,2.65,1.85,2.46,1.78,3.88,0.92,A,Y,Low,South,Fall,2
4.27,2.92,2.99,1.72,2.72,1.72,3.51,1.47,A,Y,Medium,East,Winter,2
6.33,4.74,5.2,1.51,0.15,0.81,2.09,0.3,C,Z,Medium,North,Winter,1
5.38,4.86,5.59,1.56,2.81,0.91,1.22,0.57,B,Y,Medium,South,Spring,2
6.48,2.98,6.58,0.61,2.45,1.74,2.71,0.52,B,X,Medium,North,Spring,2
4.18,3.06,2.23,2.46,2.53,0.76,2.68,0.52,A,Y,Low,South,Fall,0
7.49,3.52,5.79,1.67,0.37,1.03,3.55,0.69,B,Z,High,North,Summer,2
7.89,4.82,5.43,0.48,2.24,2.17,3.99,1.26,A,X,Low,South,Spring,2
7.88,4.63,1.38,2.32,2.88,1.15,2.52,1.39,B,X,Low,East,Summer,1
7.0,2.31,3.32,2.8,2.07,1.48,2.04,0.46,A,Y,Low,East,Winter,2
4.52,3.18,2.7,2.85,1.75,2.38,1.56,0.91,C,X,High,North,Winter,2
7.03,3.66,2.83,1.17,2.84,0.95,1.01,1.03,B,X,High,East,Summer,2
4.1,3.51,6.9,0.49,1.38,1.28,2.53,0.88,C,X,Medium,South,Summer,1
4.09,2.58,4.86,1.6,1.84,1.71,2.67,0.76,B,Z,Low,West,Fall,1
5.29,4.58,5.31,0.43,1.48,2.01,3.47,0.45,B,X,Medium,South,Spring,1
5.95,4.03,6.86,2.81,2.81,2.3,2.51,0.83,A,Y,High,East,Fall,2
7.08,4.51,3.26,0.63,0.32,2.33,3.75,0.72,B,Z,High,East,Spring,1
6.73,4.58,5.81,0.83,1.55,2.05,2.88,1.23,B,Z,Medium,North,Summer,2
5.78,4.25,3.61,1.28,2.09,0.96,3.52,1.19,B,Z,Low,West,Summer,1
5.09,3.32,6.22,1.21,2.4,0.55,1.44,0.37,C,Y,High,South,Fall,2
7.99,3.83,2.08,2.4,1.79,1.27,3.57,0.32,C,Z,High,East,Fall,2
5.7,2.48,6.69,1.42,2.74,0.78,3.03,1.38,C,X,Medium,North,Summer,2
5.81,4.02,2.31,0.6,2.83,1.92,1.51,0.9,A,Y,Medium,South,Spring,1
4.65,2.54,2.96,0.87,0.29,1.82,1.57,1.32,C,Y,Low,East,Summer,0
7.18,4.08,5.54,1.58,1.27,0.59,3.78,0.28,A,X,Low,South,Fall,2
6.77,2.69,3.36,0.53,0.17,2.17,1.1,0.88,C,Y,Medium,South,Spring,0
4.88,2.35,4.65,1.87,1.06,1.0,2.39,0.9,B,X,High,South,Spring,2
4.33,2.5,3.67,1.74,1.66,1.36,1.94,1.32,A,Z,Medium,East,Fall,0
6.72,2.01,5.45,2.17,2.74,1.84,3.0,0.33,D,X,Low,South,Winter,2
6.62,4.16,2.37,2.82,2.56,1.36,3.52,0.51,C,Y,Low,North,Summer,2
5.09,4.2,1.35,2.75,0.47,1.38,2.08,0.73,B,X,Low,East,Summer,0
7.8,3.54,2.8,2.84,0.37,0.63,2.28,1.33,A,X,Medium,South,Winter,2
4.6,2.48,3.85,0.81,1.81,1.3,3.95,1.42,B,Z,Low,South,Winter,0
5.73,2.25,2.01,0.48,1.64,2.03,3.35,1.49,D,Z,Low,North,Summer,0
7.77,2.06,3.13,0.98,0.87,2.33,3.69,1.45,B,Z,Medium,North,Winter,1
5.68,2.5,3.4,2.7,2.71,1.33,2.32,0.21,D,X,High,North,Fall,2
6.55,4.67,1.34,2.92,2.79,1.35,1.7,0.26,A,X,Low,West,Winter,1
5.59,2.72,4.5,2.59,1.27,1.91,2.24,0.39,B,Y,Medium,South,Summer,1
5.1,3.06,6.31,0.42,2.68,2.39,3.15,0.65,C,Y,High,North,Winter,2
7.94,2.32,1.91,2.85,1.21,1.03,1.33,1.28,B,X,High,North,Winter,2
5.64,2.67,4.59,1.33,2.24,1.38,1.81,1.36,A,Y,Medium,North,Summer,2
7.58,3.56,4.99,0.13,1.48,2.09,1.14,0.44,B,X,Medium,East,Winter,2
4.92,3.82,3.52,1.38,0.46,1.72,2.3,1.01,C,X,High,North,Summer,1
4.85,2.74,5.21,0.23,2.79,0.72,3.48,1.39,C,X,Low,South,Spring,1
4.12,2.17,3.46,1.68,1.42,1.76,1.07,0.8,C,Y,Low,South,Summer,0
6.61,3.17,4.03,1.08,2.23,0.87,3.03,0.33,C,Y,Low,West,Winter,1
5.47,2.7,1.04,1.47,1.16,1.52,3.8,0.8,C,Y,High,South,Fall,0
7.46,2.66,5.15,1.88,0.15,1.56,1.71,0.69,A,Y,Medium,South,Fall,2
5.89,4.88,4.97,2.62,0.39,2.25,3.08,0.95,B,X,High,East,Fall,2
7.87,3.85,1.23,2.02,1.54,1.42,3.93,0.77,C,Z,Medium,South,Spring,1
4.74,3.67,3.21,1.36,2.1,1.06,3.89,0.22,D,Z,Medium,West,Summer,1
7.47,3.25,6.87,2.48,1.07,0.96,1.7,1.49,A,Y,Low,East,Fall,2
7.11,3.29,3.52,2.73,2.12,2.25,1.3,0.91,B,X,Medium,South,Winter,2
7.08,3.62,4.01,0.45,2.13,0.84,1.44,0.82,B,Y,High,East,Spring,2
7.38,4.09,6.46,1.64,2.14,1.35,3.11,1.44,A,Y,Medium,West,Summer,2
7.04,4.11,5.3,0.93,1.53,0.87,3.18,0.4,B,Z,Medium,East,Spring,2
6.5,2.52,4.49,0.24,2.75,2.05,3.02,0.45,C,Z,Low,West,Spring,1
4.52,3.5,5.79,2.04,1.52,1.45,2.01,1.25,A,Z,Low,North,Summer,2
4.13,3.24,6.19,2.6,1.41,1.2,1.51,0.54,C,X,High,South,Fall,2
7.68,4.61,3.74,0.57,0.68,1.22,2.74,1.24,C,Z,High,West,Spring,2
6.47,3.89,3.85,2.46,0.99,2.2,2.45,0.55,D,Y,High,South,Spring,2
7.19,3.6,3.32,2.57,0.22,1.61,3.19,0.24,A,Z,Low,West,Winter,2
5.93,2.35,6.8,2.75,1.94,1.94,2.32,0.87,B,Y,High,North,Winter,2
4.47,3.82,5.18,0.87,0.82,2.29,2.02,0.46,B,X,High,West,Summer,1
4.5,2.35,1.5,2.72,0.98,2.3,1.88,1.19,B,Y,Medium,South,Fall,0
6.74,3.01,6.18,1.03,2.34,1.16,1.63,1.03,B,X,High,North,Summer,2
5.72,2.43,3.88,1.7,1.05,2.4,1.8,1.4,C,X,High,West,Winter,1
4.8,4.08,1.41,0.25,0.8,0.55,1.28,1.22,A,Z,Medium,South,Fall,0
5.97,2.62,4.3,0.23,0.59,1.25,2.04,0.44,D,X,High,North,Winter,1
4.26,3.18,3.5,2.19,2.35,2.29,1.11,1.24,C,X,Medium,North,Spring,1
6.33,4.69,6.27,1.39,0.48,1.05,1.56,1.03,C,X,Low,East,Fall,2
5.08,2.61,2.22,0.84,1.42,1.05,3.24,1.07,C,Y,High,West,Fall,0
7.19,3.52,5.96,0.65,1.57,1.11,1.98,1.28,B,Z,Medium,North,Summer,2
5.24,3.26,4.35,2.04,2.09,1.72,3.0,0.95,C,X,Low,South,Summer,2
5.82,2.05,1.33,0.1,1.94,1.38,3.15,0.81,B,X,Low,North,Fall,0
4.05,4.38,6.83,2.44,2.45,1.95,2.74,1.03,D,Z,Medium,East,Fall,2
4.29,2.21,4.08,0.33,0.23,2.29,3.88,0.59,A,Z,Medium,North,Spring,0
5.57,3.42,2.75,0.66,0.96,1.85,1.06,0.44,A,X,High,North,Fall,2
5.92,3.68,3.82,1.22,0.91,0.91,3.22,1.0,B,Z,Low,North,Spring,1
6.4,3.89,6.15,1.51,0.52,2.37,3.88,0.5,B,Y,Low,East,Spring,2
5.17,4.07,2.83,1.13,0.94,1.03,3.59,0.3,B,Z,Medium,West,Fall,0
6.78,2.76,2.16,1.03,1.0,0.8,1.5,0.2,B,Y,Medium,East,Summer,0
7.44,2.03,1.77,2.9,1.61,0.68,1.98,0.99,D,Z,High,North,Summer,1
7.12,4.17,2.79,1.96,2.02,1.63,1.52,0.67,B,X,Medium,East,Summer,2
4.16,3.61,5.68,0.17,1.21,0.73,2.8,1.18,B,X,Medium,West,Fall,1
5.92,4.51,3.83,1.35,2.19,0.78,3.14,0.69,A,X,Medium,North,Summer,2
4.42,4.46,2.36,2.64,1.07,1.1,1.95,0.83,B,Y,High,North,Winter,1
4.97,4.53,2.0,0.97,0.94,1.06,2.62,0.73,B,Z,Medium,North,Summer,0
7.95,3.46,3.0,0.37,1.67,1.71,3.07,1.05,C,Y,Medium,East,Fall,1
4.57,3.0,6.64,2.3,0.17,2.13,2.26,0.66,A,X,High,East,Summer,2
6.0,4.37,3.06,1.86,0.33,2.02,3.56,1.45,A,Y,High,East,Fall,2
6.47,3.35,6.93,1.75,1.31,1.02,3.31,1.42,B,Y,High,North,Fall,2
6.81,2.55,3.91,0.26,2.83,0.99,1.19,1.3,B,Z,Low,South,Summer,0
6.24,4.56,2.07,0.51,2.19,2.43,2.86,1.4,B,Y,Medium,West,Summer,1
4.04,4.65,6.35,1.91,0.36,0.52,1.71,0.78,C,Y,Low,North,Summer,1
5.31,3.4,3.76,0.7,2.55,2.26,2.67,0.9,B,Y,High,West,Spring,1
6.07,2.23,5.26,1.56,2.22,0.9,3.87,1.16,B,Z,Low,East,Spring,1
4.35,3.16,6.9,1.68,1.87,2.39,3.64,1.1,C,Y,Low,North,Fall,2
5.4,4.41,1.3,0.92,2.48,1.18,2.21,1.36,A,X,Medium,South,Winter,1
4.13,4.71,1.58,2.85,1.27,1.38,1.87,1.13,C,Z,High,West,Summer,1
4.31,2.61,5.32,2.54,0.74,1.91,1.7,1.5,B,Y,High,South,Summer,1
5.59,2.2,2.69,2.19,1.58,1.68,2.6,0.65,B,Y,Low,West,Spring,0
4.53,4.63,2.11,0.33,1.69,1.14,1.34,1.28,C,Z,Medium,South,Spring,0
6.27,3.17,1.24,0.41,1.66,1.61,2.65,1.11,A,Z,Medium,East,Winter,0
6.76,3.63,1.13,1.53,1.74,1.96,1.0,1.1,D,Z,High,West,Fall,0
7.2,4.9,5.65,0.57,2.85,0.58,1.97,0.62,B,Z,Low,West,Spring,1
4.8,2.2,1.81,2.94,2.72,0.52,1.66,1.22,C,X,High,South,Summer,1
4.67,3.94,3.81,0.56,2.64,1.42,3.91,1.37,D,Y,Medium,East,Winter,1
4.42,2.22,4.64,1.51,2.42,0.76,3.18,0.48,C,Y,Medium,North,Spring,1
6.55,3.13,3.57,1.16,2.84,1.83,2.05,1.01,C,X,Medium,South,Summer,2
6.83,4.41,1.16,1.95,0.39,0.93,1.28,0.71,C,Z,Medium,South,Fall,0
4.13,3.3,5.7,0.47,0.87,1.37,2.55,1.49,B,Z,Medium,North,Fall,0
7.74,4.99,1.06,1.35,1.54,0.9,1.64,0.82,B,Y,Low,South,Summer,0
4.21,3.68,5.57,0.9,2.55,1.6,2.61,0.5,A,Z,Low,South,Winter,1
6.17,2.96,6.36,2.67,1.56,0.73,3.51,0.7,A,X,Low,West,Spring,2
6.84,2.66,3.6,0.22,2.27,0.55,2.85,1.05,C,Y,High,East,Fall,1
7.48,3.05,4.21,2.75,0.5,0.6,2.9,0.3,A,Y,Low,South,Spring,2
6.86,3.12,3.86,2.52,0.83,2.41,2.62,0.98,A,X,High,West,Fall,2
7.21,2.21,3.34,0.96,2.22,0.78,3.78,1.41,C,X,High,North,Winter,2
5.36,3.11,6.32,2.39,0.58,1.92,3.8,1.31,A,Z,Low,South,Summer,2
7.26,3.39,6.36,0.19,1.12,0.64,2.54,0.29,A,Y,Low,East,Fall,2
4.32,4.17,3.01,2.9,0.87,0.72,1.92,1.49,B,Z,Medium,North,Winter,0
7.58,3.97,4.69,1.63,1.11,1.52,2.38,1.11,B,Y,Low,East,Spring,2
6.19,4.13,6.56,0.98,2.15,1.43,1.56,0.41,C,X,Low,North,Fall,2
7.27,2.03,6.77,1.15,1.17,2.4,2.91,0.22,B,X,Medium,North,Winter,2
5.81,2.65,4.05,0.29,1.71,2.39,2.5,0.42,B,X,Medium,North,Fall,1
6.57,3.99,3.72,2.97,0.39,2.06,1.31,1.29,C,Z,Low,West,Spring,1
6.11,3.45,2.67,0.21,2.43,1.7,1.59,0.23,B,X,High,East,Spring,1
6.93,2.02,6.75,2.0,1.17,1.41,2.44,0.5,C,Z,High,East,Summer,2
4.33,4.41,1.86,1.38,1.98,1.21,3.66,1.18,D,Z,Low,East,Spring,0
4.24,4.32,4.48,2.85,2.2,2.39,2.7,0.96,B,Z,Medium,South,Fall,2
4.99,3.65,2.7,0.81,0.71,1.71,3.04,1.22,B,Y,High,East,Spring,1
4.64,2.2,2.67,1.64,2.67,1.66,2.02,1.17,A,Z,Medium,South,Spring,1
7.49,4.3,3.43,1.5,1.89,0.96,2.71,0.27,C,X,Medium,North,Summer,2
4.88,3.75,6.99,2.14,1.34,0.59,2.34,1.36,A,X,Low,East,Summer,2
7.9,4.35,1.33,0.3,0.63,2.39,2.98,0.5,B,X,Medium,North,Fall,0
5.35,4.26,4.47,0.66,2.83,1.13,1.15,0.92,C,Z,Medium,North,Fall,1
4.73,4.41,1.5,0.72,2.29,1.39,2.48,1.04,B,X,Low,West,Spring,0
7.16,3.55,1.93,2.24,0.7,0.73,1.89,0.42,A,Y,Low,East,Spring,1
6.63,2.42,3.64,0.65,1.08,2.17,1.98,1.47,C,X,Medium,East,Spring,1
5.99,4.01,4.06,1.76,2.45,0.56,3.88,0.83,A,X,Low,South,Summer,2
6.22,3.86,2.55,0.72,2.12,2.17,1.55,0.27,C,X,Medium,South,Spring,1
6.88,4.23,2.9,2.6,2.32,0.78,1.93,1.42,C,Z,High,East,Fall,2
4.91,2.51,1.52,2.83,1.38,2.27,2.53,0.96,A,Y,High,East,Spring,2
7.99,2.58,2.82,1.6,2.18,1.96,3.59,1.11,D,Z,Medium,East,Winter,2
7.9,4.67,6.8,1.12,1.22,0.83,2.25,0.88,A,Y,Medium,West,Summer,2
6.6,4.25,6.67,0.78,0.71,1.63,3.23,1.29,D,Z,Medium,West,Summer,1
4.8,4.72,3.01,0.24,1.93,1.13,3.57,0.24,A,Y,Medium,South,Winter,0
6.72,4.28,4.43,0.88,2.93,0.86,1.93,0.55,A,Y,High,West,Fall,2
4.29,3.79,6.46,2.0,1.0,2.22,2.18,0.81,A,Y,High,East,Fall,2
4.12,3.96,1.04,1.65,1.44,1.31,2.07,0.3,A,Y,Medium,East,Winter,0
5.03,4.67,5.86,2.84,2.05,1.3,3.5,1.12,C,Z,High,North,Summer,2
5.85,3.74,6.69,1.25,1.67,0.84,1.13,0.71,C,Y,Medium,East,Winter,2
7.47,3.9,1.55,2.11,2.55,1.27,1.93,0.55,C,Z,Medium,West,Summer,1
6.91,2.47,1.97,1.52,2.31,2.24,3.04,0.2,A,Z,Medium,West,Winter,1
6.97,3.42,6.76,1.59,0.27,1.23,2.7,1.14,B,X,Medium,West,Summer,2
5.7,4.15,4.23,0.88,3.0,2.4,2.31,1.28,C,Y,Medium,North,Summer,2
5.38,2.81,1.09,1.42,2.28,2.39,2.62,0.71,B,X,Low,South,Fall,0
5.48,2.61,2.55,1.47,2.61,0.79,1.59,0.93,C,Y,Low,North,Spring,1
7.95,2.94,3.7,2.15,1.99,0.85,2.29,0.5,C,Y,Low,South,Spring,2
4.16,2.72,5.16,2.83,2.58,2.23,2.51,1.01,A,Z,Medium,East,Summer,2
7.47,2.64,5.4,1.06,0.43,1.29,3.7,0.22,C,X,High,South,Fall,2
6.31,3.27,6.97,0.22,1.11,0.51,1.78,0.84,C,X,Medium,East,Winter,2
5.75,4.72,2.73,1.54,2.64,1.05,3.6,1.04,C,X,Low,South,Fall,1
6.9,3.52,4.23,1.68,0.68,1.7,2.93,1.39,A,X,High,South,Winter,2
5.95,2.56,4.2,0.59,0.33,2.1,1.06,0.7,A,Z,High,North,Fall,1
7.49,2.23,3.43,2.31,2.39,0.77,3.17,1.19,B,Z,High,West,Spring,2
7.6,4.09,2.01,2.96,2.52,0.72,1.11,0.98,A,Y,Low,North,Spring,2
5.69,3.15,6.86,2.84,0.57,2.34,3.99,1.41,A,Z,Medium,North,Fall,2
5.11,4.47,6.12,0.67,2.58,2.0,3.62,0.72,C,X,High,West,Summer,2
6.37,3.98,3.99,2.64,2.09,1.68,1.89,0.61,C,X,Low,West,Spring,2
7.65,4.39,4.62,2.14,1.61,2.04,1.77,1.35,B,X,Medium,East,Summer,2
4.84,2.82,2.36,1.42,2.51,1.36,2.14,0.26,A,Z,Medium,North,Fall,0
6.49,4.08,4.26,1.67,1.32,2.02,2.07,0.38,D,Y,Medium,North,Summer,1
6.53,2.79,5.17,2.56,0.66,1.24,2.12,0.31,A,Y,High,West,Winter,2
6.93,4.82,4.09,1.49,0.93,0.99,1.95,1.3,C,X,Medium,West,Fall,1
4.53,3.91,6.94,1.18,1.56,1.96,2.86,0.21,D,X,Medium,East,Fall,2
6.86,2.97,4.67,1.53,1.64,1.34,1.49,1.32,C,Z,Medium,North,Winter,1
7.64,2.81,3.23,1.78,2.44,2.46,3.54,0.79,D,X,Low,North,Summer,2
4.72,2.57,5.63,0.65,2.39,1.2,3.44,0.21,C,Z,Medium,North,Fall,1
4.95,4.08,2.02,2.71,1.79,2.34,2.43,0.72,A,X,High,East,Winter,2
7.89,2.66,3.31,2.06,2.36,2.37,3.56,0.44,A,X,Medium,North,Fall,2
4.72,3.79,3.08,1.94,0.66,0.98,1.74,1.01,B,Y,Low,West,Winter,0
7.42,2.79,3.59,0.39,0.25,2.1,1.05,1.08,A,X,High,North,Summer,2
5.97,3.99,5.69,1.85,2.63,1.37,2.86,0.83,C,Y,High,East,Fall,2
4.99,4.44,3.91,0.45,0.32,2.34,2.37,0.25,A,Y,Medium,North,Spring,1
7.48,4.33,5.76,0.33,0.82,1.4,2.7,1.05,C,Y,Medium,East,Winter,2
5.78,4.28,4.46,1.63,2.12,1.99,3.7,1.29,B,Z,High,North,Winter,2
6.06,2.56,3.05,1.27,1.29,1.43,3.91,1.14,B,Y,Low,West,Winter,0
5.44,2.27,5.86,1.81,2.64,0.96,2.9,1.28,D,X,Medium,East,Fall,2
6.37,4.1,2.43,0.36,0.96,0.9,3.29,0.46,A,Y,Low,North,Spring,0
4.65,3.11,2.35,1.35,0.13,1.35,1.25,1.36,C,Y,High,West,Spring,0
5.56,3.3,4.03,0.61,0.97,2.01,1.48,0.62,C,X,Low,East,Winter,0
7.88,2.09,2.57,2.96,1.78,1.71,3.2,0.22,A,Z,High,West,Summer,2
5.03,2.78,1.05,1.73,1.19,1.88,2.29,1.3,B,Y,Medium,West,Summer,0
6.63,2.1,4.89,2.09,1.65,1.06,2.34,1.42,B,Z,Medium,West,Fall,2
5.3,4.64,4.07,1.04,2.64,1.46,1.93,1.05,C,Z,Medium,North,Summer,1
7.09,2.73,3.67,0.37,2.75,0.59,2.82,0.5,C,Y,Low,North,Fall,1
4.52,3.67,6.8,2.93,0.87,2.14,1.56,0.53,B,Y,High,West,Summer,2
7.88,2.12,4.43,0.93,1.44,2.48,2.88,0.81,C,Y,Medium,South,Fall,1
5.82,4.0,6.18,1.33,1.69,1.31,1.52,1.37,A,Y,High,North,Winter,2
4.94,2.97,1.84,1.98,2.85,0.52,1.19,0.39,C,Z,Low,West,Spring,0
4.29,4.69,4.42,0.17,3.0,0.84,1.99,1.27,D,Z,High,South,Summer,1
4.68,4.66,6.21,2.45,0.78,1.81,1.69,0.58,D,X,Low,East,Summer,2
6.08,2.98,4.5,1.66,2.21,1.72,3.67,1.25,C,Y,Low,West,Winter,2
5.35,4.7,5.31,0.91,1.2,2.08,1.16,1.4,B,Z,Low,West,Summer,1
7.32,4.99,3.23,0.28,0.12,1.01,1.53,0.76,D,Y,High,South,Summer,1
5.72,4.48,1.55,0.57,0.13,2.03,2.65,0.67,B,Z,Medium,South,Fall,0
4.99,4.53,3.75,2.7,1.44,1.88,2.44,1.24,C,Z,High,South,Summer,2
6.47,2.75,3.37,2.09,1.52,1.15,1.14,0.89,A,X,Low,South,Winter,1
6.83,3.73,6.2,0.82,0.17,1.59,1.02,1.09,D,X,Low,North,Winter,1
4.67,2.2,2.46,0.29,2.09,0.79,3.96,1.01,C,Y,Medium,South,Fall,0
4.67,2.28,6.8,2.1,0.95,1.41,2.98,0.4,C,Y,Low,East,Fall,1
4.15,5.0,6.75,1.76,1.72,2.26,2.1,1.3,A,Y,High,East,Spring,2
6.95,2.98,2.49,1.27,0.97,1.34,2.41,0.45,C,Y,Medium,West,Fall,0
6.66,4.24,3.09,1.15,0.58,2.18,1.8,1.41,C,Z,High,East,Fall,1
5.9,4.42,6.37,0.73,1.28,1.68,2.03,0.53,C,X,Low,North,Summer,2
7.38,4.57,6.8,2.04,0.77,0.88,2.95,1.15,A,X,Low,East,Spring,2
7.22,4.99,3.66,2.91,1.65,1.66,3.65,0.57,B,X,Low,West,Winter,2
6.34,2.72,2.93,0.61,0.68,1.51,1.55,0.61,A,Y,Low,South,Summer,0
7.47,2.12,4.16,1.83,1.57,1.3,3.52,0.6,B,X,Medium,East,Fall,2
4.82,3.23,5.13,1.33,0.56,0.74,1.36,1.17,A,Y,Low,North,Spring,1
4.45,2.39,2.64,1.4,2.05,1.33,1.64,0.92,B,X,Medium,South,Summer,0
5.08,2.07,5.42,0.84,2.29,0.65,1.11,1.35,A,Y,Low,West,Winter,1
4.23,3.08,1.31,2.49,0.42,0.7,1.42,0.6,A,X,Low,West,Summer,0
6.12,4.35,1.3,1.51,1.46,1.33,3.75,1.1,A,Y,High,East,Fall,2
7.75,3.7,3.32,1.68,0.31,1.11,2.38,1.18,D,Y,Medium,East,Spring,1
4.16,2.94,3.12,0.98,1.83,2.35,1.23,0.4,B,X,High,West,Summer,1
4.49,3.96,2.89,0.63,0.87,1.25,3.88,0.72,B,Z,Low,West,Winter,0
5.81,2.7,3.95,0.35,1.63,2.02,3.64,0.83,B,X,High,South,Fall,1
7.74,2.04,2.92,2.17,1.6,1.56,3.26,0.66,C,Y,Medium,East,Winter,1
5.26,4.29,2.15,0.67,2.78,1.91,3.8,0.62,D,Z,Low,South,Winter,0
6.03,3.87,2.86,2.1,1.69,1.02,1.66,1.09,A,Y,High,North,Winter,2
4.17,4.29,6.85,1.23,1.79,2.38,3.51,0.48,A,Z,Medium,South,Winter,2
4.59,2.12,3.47,1.31,1.26,1.56,3.07,1.12,D,X,Medium,West,Spring,0
7.95,4.51,3.67,1.46,2.85,2.16,3.61,1.42,B,Y,High,West,Winter,2
7.86,3.86,4.46,1.17,2.35,1.23,3.39,0.93,A,Y,Low,West,Spring,2
4.02,3.69,6.9,0.39,0.93,0.7,2.04,0.99,A,X,High,North,Spring,2
7.81,3.87,2.45,1.0,2.55,1.85,3.32,0.29,A,Y,High,East,Spring,2
6.56,4.59,5.09,2.02,1.35,0.52,1.79,1.32,D,X,Medium,North,Summer,2
7.47,3.76,5.3,2.03,2.5,1.45,1.99,0.57,A,Y,Medium,North,Fall,2
5.82,3.74,4.64,0.93,2.49,0.89,1.32,1.0,D,Z,Low,West,Summer,0
6.06,4.97,1.53,1.43,0.65,1.75,3.81,1.47,D,X,Low,South,Spring,0
5.96,4.27,5.06,0.66,2.13,2.46,1.87,0.97,B,X,Medium,West,Summer,2
6.67,3.33,1.38,0.71,0.94,1.43,2.56,1.14,A,Y,Medium,North,Summer,0
4.56,4.12,4.58,0.17,0.96,2.13,2.17,0.78,A,Y,Medium,South,Winter,1
4.12,3.17,5.44,2.7,0.96,1.52,3.88,0.28,B,Z,High,East,Summer,2
5.23,2.69,2.27,0.71,2.2,1.49,2.01,1.24,B,Y,Medium,North,Spring,0
6.82,3.79,6.05,0.76,0.77,2.36,3.34,0.25,C,X,Low,South,Summer,2
4.81,4.78,1.18,0.91,0.1,2.28,3.57,1.11,B,Y,Medium,North,Summer,0
6.69,4.79,6.06,0.47,2.17,2.07,2.31,0.23,D,Z,High,East,Fall,2
7.88,3.03,3.76,1.95,0.6,1.09,2.13,1.32,B,Y,Medium,West,Summer,2
4.38,3.58,2.31,0.32,0.4,1.59,3.24,0.4,C,Y,High,West,Summer,0
6.69,2.63,1.8,0.49,0.79,0.95,3.74,0.87,D,X,Low,West,Summer,0
5.78,4.99,6.72,1.97,1.2,1.39,3.26,0.98,A,X,Medium,West,Summer,2
7.47,4.94,1.44,1.09,1.48,1.47,1.68,0.79,A,X,Medium,West,Winter,1
4.71,3.95,2.19,2.15,0.23,2.16,3.66,0.64,A,Y,Medium,East,Spring,1
6.77,4.41,3.09,1.72,2.91,2.29,2.16,0.81,A,Z,Low,East,Winter,2
7.35,4.15,4.72,0.84,2.18,1.33,2.73,0.6,B,Y,High,South,Fall,2
7.78,3.78,4.27,1.99,1.04,0.54,3.49,0.77,B,X,Low,West,Spring,2
6.73,2.16,1.75,0.44,1.02,2.22,1.57,0.67,B,X,Medium,North,Winter,0
5.99,3.36,2.74,1.66,1.4,0.85,3.35,0.94,D,X,Low,North,Winter,0
6.47,4.02,2.43,1.37,1.92,1.74,2.79,0.51,A,Y,Low,West,Fall,1
7.48,4.03,2.28,0.88,0.52,0.55,3.68,1.49,B,Y,High,North,Summer,1
6.28,3.12,3.47,1.85,0.65,1.3,1.52,0.85,A,X,Low,West,Fall,0
4.12,4.83,5.22,2.63,2.59,2.47,2.26,0.45,B,Y,Medium,East,Summer,2
